AAC1,AAC2,AAC3,AAC4,AAC5,AAC6,AAC7,AAC8,AAC9,AAC10,AAC11,AAC12,AAC13,AAC14,AAC15,AAC16,AAC17,AAC18,AAC19,AAC20
0.0,0.0,0.0,0.0666666666666666,0.0,0.2666666666666666,0.0,0.1333333333333333,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0
0.0625,0.0,0.0625,0.0,0.0,0.125,0.0,0.0625,0.125,0.125,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0,0.0
0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.05,0.15,0.05,0.05,0.1,0.0,0.15,0.15,0.05,0.05,0.0,0.0
0.0,0.0,0.1,0.05,0.1,0.0,0.05,0.05,0.1,0.0,0.0,0.05,0.05,0.0,0.05,0.1,0.05,0.15,0.0,0.1
0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.2,0.1,0.0
0.075,0.0,0.075,0.075,0.075,0.15,0.075,0.05,0.05,0.05,0.025,0.025,0.0,0.025,0.025,0.05,0.0,0.15,0.0,0.025
0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.1333333333333333,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0,0.0,0.1333333333333333,0.0,0.2
0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
0.0588235294117647,0.0588235294117647,0.0,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.0,0.0,0.0,0.1764705882352941,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0.1176470588235294,0.0,0.1176470588235294
0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0
0.1428571428571428,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0714285714285714,0.0,0.1428571428571428,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,0.1428571428571428,0.0714285714285714,0.0,0.0714285714285714
0.0909090909090909,0.0909090909090909,0.0,0.1818181818181818,0.0,0.0,0.0,0.0909090909090909,0.0,0.2727272727272727,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818
0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.1666666666666666,0.0,0.0833333333333333
0.0588235294117647,0.1176470588235294,0.0,0.1176470588235294,0.0,0.1176470588235294,0.0588235294117647,0.0,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0,0.1176470588235294,0.0,0.0588235294117647
0.15,0.0,0.0,0.1,0.1,0.05,0.0,0.05,0.15,0.05,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.0,0.0
0.05,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.05,0.15,0.05,0.05,0.05,0.0,0.15,0.15,0.05,0.05,0.0,0.0
0.0833333333333333,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0833333333333333,0.0,0.0
0.125,0.0,0.0,0.125,0.0625,0.0,0.0,0.0625,0.0625,0.125,0.0,0.0,0.0625,0.0625,0.0,0.1875,0.0,0.0625,0.0625,0.0
0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0625,0.125,0.0,0.0,0.0625,0.0625,0.0,0.1875,0.0,0.0625,0.0625,0.0
0.0,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.1,0.05,0.0,0.0,0.05,0.1,0.05,0.1
0.15,0.05,0.1,0.0,0.05,0.05,0.0,0.1,0.15,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.1
0.0555555555555555,0.0,0.0,0.0555555555555555,0.0,0.1666666666666666,0.0,0.0555555555555555,0.0555555555555555,0.2222222222222222,0.0,0.0,0.0555555555555555,0.1111111111111111,0.0555555555555555,0.1111111111111111,0.0,0.0555555555555555,0.0,0.0
0.05,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.05,0.15,0.05,0.05,0.05,0.0,0.0,0.1,0.1,0.15,0.0,0.05
0.0,0.05,0.05,0.1,0.1,0.0,0.05,0.05,0.05,0.1,0.0,0.05,0.0,0.05,0.05,0.1,0.0,0.1,0.05,0.05
0.0869565217391304,0.0,0.0,0.0869565217391304,0.0,0.0,0.0,0.0434782608695652,0.0,0.0869565217391304,0.0869565217391304,0.0,0.0,0.0,0.0434782608695652,0.1739130434782608,0.1304347826086956,0.1304347826086956,0.0434782608695652,0.0869565217391304
0.0555555555555555,0.0,0.1111111111111111,0.0555555555555555,0.0,0.0555555555555555,0.1111111111111111,0.0555555555555555,0.0,0.1111111111111111,0.1111111111111111,0.0555555555555555,0.0,0.0,0.1666666666666666,0.0,0.0555555555555555,0.0,0.0,0.0555555555555555
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.2,0.1,0.1
0.0769230769230769,0.0,0.1538461538461538,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.1538461538461538,0.0,0.0769230769230769,0.0
0.0384615384615384,0.0,0.0,0.0769230769230769,0.0384615384615384,0.3076923076923077,0.0,0.0384615384615384,0.1153846153846153,0.0769230769230769,0.0,0.0,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0,0.0,0.0
0.2666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.1333333333333333,0.0666666666666666,0.0,0.0,0.0,0.0,0.1333333333333333
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1
0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.0,0.0666666666666666
0.1333333333333333,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.0,0.0666666666666666
0.0952380952380952,0.0,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.3333333333333333,0.0,0.0476190476190476,0.0952380952380952,0.0,0.0,0.0,0.1904761904761904,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0
0.0952380952380952,0.0,0.0,0.1428571428571428,0.0476190476190476,0.3333333333333333,0.0,0.0476190476190476,0.0952380952380952,0.0,0.0,0.0,0.1904761904761904,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.2,0.0,0.2,0.0,0.0,0.0666666666666666
0.05,0.0,0.0,0.1,0.05,0.3,0.0,0.05,0.15,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.05,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111
0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.1333333333333333,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.1333333333333333,0.0666666666666666,0.0,0.1333333333333333
0.0,0.0,0.125,0.0625,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0625,0.0,0.125,0.0,0.125,0.0,0.125,0.0625,0.0625
0.0625,0.0,0.0,0.0,0.125,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.125,0.0,0.125,0.0625,0.25,0.0625,0.0,0.0,0.0
0.0,0.0,0.0769230769230769,0.0,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0769230769230769
0.1333333333333333,0.1333333333333333,0.0,0.0,0.0,0.2,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.0666666666666666,0.0,0.0,0.1333333333333333,0.0,0.0666666666666666
0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
0.125,0.0,0.0,0.125,0.125,0.25,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
0.1333333333333333,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,0.1333333333333333,0.1333333333333333,0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.1333333333333333,0.0,0.0666666666666666,0.0,0.0
0.1333333333333333,0.0,0.0,0.0666666666666666,0.0666666666666666,0.2,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0666666666666666,0.2,0.1333333333333333,0.0666666666666666,0.0,0.0
0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0
0.15,0.05,0.05,0.05,0.15,0.05,0.0,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.15,0.0,0.05
0.0666666666666666,0.1333333333333333,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.1333333333333333,0.2,0.0,0.0666666666666666,0.1333333333333333,0.0666666666666666,0.1333333333333333,0.0,0.0,0.0,0.0,0.0
0.0,0.1333333333333333,0.0,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.2666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.0,0.0,0.0,0.0,0.0666666666666666
0.0,0.0,0.0,0.1333333333333333,0.0,0.1333333333333333,0.0,0.1333333333333333,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.2666666666666666,0.0,0.1333333333333333,0.0,0.0,0.0
0.1333333333333333,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.0,0.1333333333333333,0.0,0.0666666666666666
0.0,0.1333333333333333,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0,0.1333333333333333,0.0,0.0666666666666666,0.2666666666666666,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0,0.0
0.0,0.0,0.0,0.0,0.2666666666666666,0.1333333333333333,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.3333333333333333,0.0666666666666666,0.0,0.0,0.0
0.0625,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0625,0.125,0.0,0.0,0.0625,0.0,0.0,0.0,0.125,0.25,0.0,0.0625
0.0,0.1333333333333333,0.0666666666666666,0.1333333333333333,0.0,0.0,0.0,0.1333333333333333,0.0666666666666666,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.1333333333333333,0.0,0.0666666666666666
0.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.2,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0
0.0526315789473684,0.0,0.0,0.0526315789473684,0.1052631578947368,0.3157894736842105,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0526315789473684,0.0526315789473684,0.1052631578947368,0.1052631578947368,0.0,0.0,0.0526315789473684,0.0526315789473684
0.1428571428571428,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.1428571428571428,0.2142857142857142,0.0,0.0714285714285714,0.0
0.05,0.05,0.05,0.1,0.0,0.1,0.0,0.1,0.05,0.1,0.0,0.0,0.15,0.0,0.1,0.05,0.0,0.1,0.0,0.0
0.0,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0,0.1666666666666666,0.0833333333333333,0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.1666666666666666,0.0,0.0,0.0833333333333333
0.05,0.0,0.05,0.0,0.05,0.15,0.0,0.05,0.1,0.05,0.05,0.0,0.05,0.0,0.2,0.2,0.0,0.0,0.0,0.0
0.0,0.0666666666666666,0.1333333333333333,0.0666666666666666,0.1333333333333333,0.1333333333333333,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.0,0.1333333333333333
0.15,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.1,0.1,0.1,0.05,0.0,0.0,0.05,0.0,0.1,0.05,0.0,0.05
0.05,0.05,0.05,0.0,0.05,0.15,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.2,0.05,0.0,0.1
0.05,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.05,0.1,0.05,0.0,0.05,0.05,0.15,0.2,0.05,0.05,0.0,0.05
0.15,0.0,0.0,0.0,0.1,0.15,0.0,0.05,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.15,0.05,0.05,0.05,0.0
0.0,0.08,0.08,0.04,0.0,0.0,0.0,0.08,0.04,0.0,0.04,0.04,0.04,0.0,0.04,0.08,0.24,0.12,0.04,0.04
0.0,0.0909090909090909,0.0,0.0454545454545454,0.1818181818181818,0.0,0.0909090909090909,0.0454545454545454,0.0909090909090909,0.0454545454545454,0.0,0.0454545454545454,0.0909090909090909,0.0454545454545454,0.0454545454545454,0.1363636363636363,0.0454545454545454,0.0,0.0,0.0
0.0,0.0909090909090909,0.0,0.0454545454545454,0.1363636363636363,0.0,0.0909090909090909,0.0454545454545454,0.1363636363636363,0.0454545454545454,0.0,0.0454545454545454,0.0909090909090909,0.0454545454545454,0.0,0.1363636363636363,0.0454545454545454,0.0,0.0,0.0454545454545454
0.1428571428571428,0.0,0.0,0.0,0.0,0.0714285714285714,0.1428571428571428,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.3571428571428571,0.0714285714285714,0.0714285714285714,0.0,0.0
0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0.1818181818181818,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.1818181818181818,0.0909090909090909,0.0,0.0909090909090909
0.1,0.0,0.0,0.05,0.05,0.1,0.05,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.05,0.3,0.05,0.0,0.0,0.1
0.0,0.0,0.0,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0,0.1428571428571428,0.0952380952380952,0.0,0.1428571428571428,0.0476190476190476,0.0952380952380952
0.0,0.0,0.0,0.0588235294117647,0.1764705882352941,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.1176470588235294,0.1764705882352941,0.0,0.0588235294117647,0.0,0.1176470588235294,0.1764705882352941,0.0,0.0
0.05,0.05,0.0,0.1,0.0,0.15,0.0,0.05,0.05,0.05,0.05,0.05,0.1,0.0,0.05,0.05,0.05,0.05,0.05,0.05
0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.0,0.0,0.0,0.0666666666666666,0.0,0.2666666666666666,0.0,0.0666666666666666,0.0,0.0666666666666666
0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0,0.0,0.0666666666666666,0.2666666666666666,0.0,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.0,0.0
0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.0,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.1333333333333333,0.0,0.0
0.2,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.1333333333333333,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.1578947368421052,0.0,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.0,0.0526315789473684,0.2105263157894736,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.0,0.0
0.0526315789473684,0.0,0.0,0.0526315789473684,0.0526315789473684,0.2105263157894736,0.0,0.0,0.0526315789473684,0.1052631578947368,0.0,0.0,0.0526315789473684,0.0526315789473684,0.1052631578947368,0.2105263157894736,0.0,0.0,0.0526315789473684,0.0
0.1052631578947368,0.0,0.0526315789473684,0.0,0.0526315789473684,0.2105263157894736,0.0526315789473684,0.0,0.1052631578947368,0.0,0.0,0.0,0.0526315789473684,0.0526315789473684,0.1052631578947368,0.1052631578947368,0.0,0.0,0.0,0.1052631578947368
0.0,0.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.1052631578947368,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0526315789473684,0.1052631578947368,0.1052631578947368,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.1052631578947368,0.0,0.0
0.0869565217391304,0.1304347826086956,0.0434782608695652,0.0869565217391304,0.0,0.0,0.0,0.0434782608695652,0.1304347826086956,0.0,0.0,0.0,0.0869565217391304,0.0869565217391304,0.1304347826086956,0.0434782608695652,0.0869565217391304,0.0,0.0434782608695652,0.0
0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.0833333333333333,0.0833333333333333
0.0666666666666666,0.0,0.0,0.0666666666666666,0.0666666666666666,0.2,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.0666666666666666,0.0,0.0,0.1333333333333333
0.25,0.0,0.0,0.0,0.09375,0.0625,0.0,0.03125,0.03125,0.15625,0.0625,0.03125,0.0,0.0,0.03125,0.03125,0.09375,0.09375,0.0,0.03125
0.1578947368421052,0.0,0.1052631578947368,0.0,0.0526315789473684,0.1578947368421052,0.0526315789473684,0.0,0.1578947368421052,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.0,0.0526315789473684
0.064516129032258,0.064516129032258,0.032258064516129,0.1290322580645161,0.0967741935483871,0.0967741935483871,0.0,0.032258064516129,0.064516129032258,0.0967741935483871,0.0,0.032258064516129,0.0,0.032258064516129,0.0,0.032258064516129,0.0967741935483871,0.064516129032258,0.0,0.064516129032258
0.0526315789473684,0.0,0.0526315789473684,0.0,0.1052631578947368,0.2105263157894736,0.0,0.0526315789473684,0.1578947368421052,0.1052631578947368,0.0,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,0.0
0.075,0.0,0.1,0.0,0.075,0.175,0.075,0.05,0.025,0.075,0.025,0.0,0.025,0.0,0.125,0.075,0.075,0.0,0.0,0.025
0.125,0.0,0.03125,0.0,0.15625,0.15625,0.0,0.03125,0.03125,0.125,0.0,0.0,0.0,0.03125,0.03125,0.03125,0.09375,0.03125,0.0,0.125
0.1052631578947368,0.0,0.0,0.0,0.0,0.1052631578947368,0.2105263157894736,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0,0.1052631578947368,0.0526315789473684,0.1052631578947368,0.1052631578947368,0.0526315789473684,0.0,0.0,0.0526315789473684
0.1034482758620689,0.0,0.0689655172413793,0.0,0.0689655172413793,0.2068965517241379,0.1034482758620689,0.0344827586206896,0.0689655172413793,0.0,0.0,0.0,0.0689655172413793,0.0,0.1379310344827586,0.0689655172413793,0.0344827586206896,0.0,0.0,0.0344827586206896
0.03125,0.09375,0.03125,0.03125,0.03125,0.15625,0.125,0.0,0.0625,0.09375,0.0,0.0,0.03125,0.0625,0.09375,0.0625,0.0,0.0625,0.03125,0.0
0.1875,0.0625,0.0,0.03125,0.125,0.0625,0.03125,0.0625,0.0625,0.09375,0.03125,0.03125,0.0,0.03125,0.0,0.0625,0.0625,0.0625,0.0,0.0
0.09375,0.03125,0.03125,0.0,0.0625,0.0625,0.03125,0.0625,0.03125,0.125,0.0,0.0,0.0625,0.0,0.0,0.03125,0.0625,0.1875,0.03125,0.09375
0.032258064516129,0.032258064516129,0.032258064516129,0.0,0.032258064516129,0.2580645161290322,0.0,0.032258064516129,0.0967741935483871,0.032258064516129,0.0,0.0,0.0,0.0967741935483871,0.0967741935483871,0.064516129032258,0.1290322580645161,0.032258064516129,0.0,0.032258064516129
0.125,0.0625,0.03125,0.0,0.0625,0.125,0.0,0.03125,0.03125,0.125,0.03125,0.0625,0.03125,0.0,0.03125,0.09375,0.03125,0.0625,0.03125,0.03125
0.125,0.09375,0.0,0.0,0.03125,0.03125,0.0,0.09375,0.03125,0.03125,0.0,0.03125,0.0625,0.03125,0.0,0.125,0.15625,0.0625,0.03125,0.0625
0.0625,0.0,0.03125,0.03125,0.15625,0.03125,0.03125,0.09375,0.03125,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0625,0.03125,0.0625,0.0,0.1875
0.0476190476190476,0.0,0.0,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0952380952380952,0.0952380952380952,0.0,0.0476190476190476,0.0,0.0476190476190476,0.0,0.1428571428571428,0.0952380952380952,0.0,0.0476190476190476,0.0,0.1428571428571428
0.1304347826086956,0.0,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0434782608695652,0.0,0.1304347826086956,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0434782608695652,0.0869565217391304,0.0,0.1739130434782608,0.1304347826086956,0.0,0.0869565217391304
0.054054054054054,0.0,0.0,0.054054054054054,0.0,0.2972972972972973,0.0,0.0,0.1081081081081081,0.0,0.0,0.0,0.054054054054054,0.0,0.3243243243243243,0.027027027027027,0.0,0.081081081081081,0.0,0.0
0.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.0,0.1333333333333333,0.1333333333333333,0.0,0.0666666666666666,0.0,0.0666666666666666,0.2,0.0,0.0666666666666666
0.0555555555555555,0.0,0.0555555555555555,0.0555555555555555,0.1111111111111111,0.1111111111111111,0.0555555555555555,0.1666666666666666,0.0555555555555555,0.0,0.0,0.0,0.0555555555555555,0.0,0.0555555555555555,0.1666666666666666,0.0,0.0555555555555555,0.0,0.0
0.0,0.0,0.0588235294117647,0.0588235294117647,0.0,0.1176470588235294,0.0,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0588235294117647,0.0,0.0,0.1764705882352941,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.0588235294117647
0.0625,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.125,0.125,0.0,0.0625,0.0,0.125,0.0,0.0,0.0625,0.125,0.0,0.0625,0.0625
